plasmid_id	orf_id	start	end	strand	COG_category	COG_description	Domains	AMR_class	AMR_mechanism	AMR_gene	AMR_identity
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_110	71557	72597	1	M	Glycosyl transferase, family 2	G3DSA:1.25.40.10|Tetratricopeptide repeat domain;PF13428|Tetratricopeptide repeat;SM00028|tpr_5;SSF48452|TPR-like;SSF53448|Nucleotide-diphospho-sugar transferases				
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_111	72594	73049	1							
SRR23967302_RNODE_1423_length_48797_cov_16.40680	SRR23967302_RNODE_1423_length_48797_cov_16.40680_112	73052	73714	1							
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_10	8398	9174	-1	I	Beta-ketoacyl synthase, N-terminal domain	G3DSA:3.40.50.720|-;PF08659|KR domain;PTHR43775|FATTY ACID SYNTHASE;SM00822|This enzymatic domain is part of bacterial polyketide synthases and catalyses the first step in the reductive modification of the beta-carbonyl centres in the growing polyketide chain. It uses NADPH to reduce the keto group to a hydroxy group.;SSF51735|NAD(P)-binding Rossmann-fold domains				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_11	9193	10620	-1	I	Beta-ketoacyl synthase, N-terminal domain	G3DSA:3.10.129.10|Hotdog Thioesterase;G3DSA:3.40.50.720|-;PF21089|Polyketide synthase dehydratase domain				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_12	10762	11466	-1	I	Beta-ketoacyl synthase, N-terminal domain	G3DSA:3.40.47.10|-;PF00109|Beta-ketoacyl synthase, N-terminal domain;PF02801|Beta-ketoacyl synthase, C-terminal domain;PS52004|Ketosynthase family 3 (KS3) domain profile.;PTHR43775|FATTY ACID SYNTHASE;SM00825|Beta-ketoacyl synthase;SSF53901|Thiolase-like				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_13	11851	12198	-1	I	Beta-ketoacyl synthase, N-terminal domain	G3DSA:3.40.47.10|-;PF00109|Beta-ketoacyl synthase, N-terminal domain;PTHR43775|FATTY ACID SYNTHASE;SSF53901|Thiolase-like				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_14	12268	12432	-1			mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_15	12679	13155	-1	I	AMP-binding enzyme C-terminal domain	mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_16	13220	13537	-1	I	AMP-binding enzyme C-terminal domain	G3DSA:3.40.50.720|-;PF08659|KR domain;PTHR43775|FATTY ACID SYNTHASE;SSF51735|NAD(P)-binding Rossmann-fold domains				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_17	13973	15001	-1	I	AMP-binding enzyme C-terminal domain	G3DSA:3.40.50.720|-;G3DSA:3.90.180.10|-;PF00107|Zinc-binding dehydrogenase;PTHR44154|QUINONE OXIDOREDUCTASE;SM00829|PKS_ER_names_mod;SSF50129|GroES-like;SSF51735|NAD(P)-binding Rossmann-fold domains;cd05195|enoyl_red;mobidb-lite|consensus disorder prediction				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_18	15040	16050	-1	I	Beta-ketoacyl synthase, N-terminal domain					
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_19	16050	16961	-1	I	Beta-ketoacyl synthase, N-terminal domain	G3DSA:3.10.129.110|Polyketide synthase dehydratase;PF21089|Polyketide synthase dehydratase domain;SM00826|PKS_DH				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_20	16961	17869	-1	Q	phosphopantetheine binding	G3DSA:3.40.47.10|-;PF00109|Beta-ketoacyl synthase, N-terminal domain;PF02801|Beta-ketoacyl synthase, C-terminal domain;PS00606|Ketosynthase family 3 (KS3) active site signature.;PS52004|Ketosynthase family 3 (KS3) domain profile.;PTHR43775|FATTY ACID SYNTHASE;SM00825|Beta-ketoacyl synthase;SSF53901|Thiolase-like;cd00833|PKS				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_21	18219	18944	-1	I	Beta-ketoacyl synthase, N-terminal domain	G3DSA:1.10.1200.10|-;PF00550|Phosphopantetheine attachment site;PS50075|Carrier protein (CP) domain profile.;PTHR43775|FATTY ACID SYNTHASE;SM00823|Phosphopantetheine attachment site;SM01294|17clusters_betabranch_W;SSF47336|ACP-like				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_22	19075	19272	1							
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_23	19700	20071	-1			G3DSA:3.40.50.720|-				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_24	20037	22118	-1	I	Beta-ketoacyl synthase, N-terminal domain	G3DSA:3.10.129.10|Hotdog Thioesterase;G3DSA:3.40.47.10|-;PF00109|Beta-ketoacyl synthase, N-terminal domain;PF02801|Beta-ketoacyl synthase, C-terminal domain;PS52004|Ketosynthase family 3 (KS3) domain profile.;PTHR43775|FATTY ACID SYNTHASE;SM00825|Beta-ketoacyl synthase;SSF53901|Thiolase-like;cd00833|PKS				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_25	22650	22775	-1	I	Beta-ketoacyl synthase, N-terminal domain	G3DSA:3.40.47.10|-				
SRR23967302_RNODE_1425_length_15291_cov_7.60856	SRR23967302_RNODE_1425_length_15291_cov_7.60856_26	22904	23395	-1	I	Beta-ketoacyl synthase, N-terminal domain	G3DSA:1.10.1200.10|-;G3DSA:3.40.47.10|-;PF00109|Beta-ketoacyl synthase, N-terminal domain;PF00550|Phosphopantetheine attachment site;PS00012|Phosphopantetheine attachment site.;PS50075|Carrier protein (CP) domain profile.;PTHR43775|FATTY ACID SYNTHASE;SM00823|Phosphopantetheine attachment site;SM01294|17clusters_betabranch_W;SSF47336|ACP-like;SSF53901|Thiolase-like				
SRR23967302_RNODE_1426_length_16745_cov_5.15866	SRR23967302_RNODE_1426_length_16745_cov_5.15866_4	9215	9586	1	J	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit	G3DSA:2.40.50.140:FF:000001|30S ribosomal protein S12;G3DSA:2.40.50.140|-;MF_00403_B|30S ribosomal protein S12 [rpsL].;PF00164|Ribosomal protein S12/S23;PIRSF002133|RPS12p_RPS12a_RPS23e_RPS12o;PR01034|Ribosomal protein S12 signature;PS00055|Ribosomal protein S12 signature.;PTHR11652|30S RIBOSOMAL PROTEIN S12 FAMILY MEMBER;SSF50249|Nucleic acid-binding proteins;TIGR00981|JCVI: 30S ribosomal protein S12;cd03368|Ribosomal_S12;mobidb-lite|consensus disorder prediction	Aminoglycosides	Aminoglycoside-resistant_16S_ribosomal_subunit_protein;Aminoglycoside-resistant_30S_ribosomal_protein_S12	RPSL	79.675
SRR23967302_RNODE_1426_length_16745_cov_5.15866	SRR23967302_RNODE_1426_length_16745_cov_5.15866_5	9603	10073	1	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA	G3DSA:1.10.455.10:FF:000001|30S ribosomal protein S7;G3DSA:1.10.455.10|Ribosomal protein S7 domain;MF_00480_B|30S ribosomal protein S7 [rpsG].;PF00177|Ribosomal protein S7p/S5e;PIRSF002122|RPS7p_RPS7a_RPS5e_RPS7o;PS00052|Ribosomal protein S7 signature.;PTHR11205|RIBOSOMAL PROTEIN S7;SSF47973|Ribosomal protein S7;TIGR01029|JCVI: 30S ribosomal protein S7;cd14869|uS7_Bacteria				
SRR23967302_RNODE_1426_length_16745_cov_5.15866	SRR23967302_RNODE_1426_length_16745_cov_5.15866_6	10110	12215	1	J	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome	G3DSA:2.40.30.10:FF:000006|Elongation factor G;G3DSA:2.40.30.10|Translation factors;G3DSA:3.30.230.10:FF:000003|Elongation factor G;G3DSA:3.30.230.10|-;G3DSA:3.30.70.240:FF:000001|Elongation factor G;G3DSA:3.30.70.240|-;G3DSA:3.30.70.870:FF:000001|Elongation factor G;G3DSA:3.30.70.870|Elongation Factor G (Translational Gtpase), domain 3;G3DSA:3.40.50.300:FF:000029|Elongation factor G;G3DSA:3.40.50.300|-;MF_00054_B|Elongation factor G [fusA].;PF00009|Elongation factor Tu GTP binding domain;PF00679|Elongation factor G C-terminus;PF03144|Elongation factor Tu domain 2;PF03764|Elongation factor G, domain IV;PF14492|Elongation Factor G, domain III;PR00315|GTP-binding elongation factor signature;PS00301|Translational (tr)-type guanine nucleotide-binding (G) domain signature.;PS51722|Translational (tr)-type guanine nucleotide-binding (G) domain profile.;PTHR43261|TRANSLATION ELONGATION FACTOR G-RELATED;SM00838|EFG_C_a;SM00889|EFG_IV_2;SSF50447|Translation proteins;SSF52540|P-loop containing nucleoside triphosphate hydrolases;SSF54211|Ribosomal protein S5 domain 2-like;SSF54980|EF-G C-terminal domain-like;TIGR00231|JCVI: small GTP-binding protein domain;TIGR00484|JCVI: elongation factor G;cd01434|EFG_mtEFG1_IV;cd01886|EF-G;cd03713|EFG_mtEFG_C;cd04088|EFG_mtEFG_II;cd16262|EFG_III	Elfamycins;Fusidic_acid;Tetracyclines	EF-Tu_inhibition;Fusidic_acid-resistant_mutation;Tetracycline_resistance_MFS_efflux_pumps;Tetracycline_resistance_ribosomal_protection_proteins	FUSA;OTRA;TET32;TET36;TET44;TETBP;TETM;TETO;TETQ;TETS;TETT;TETW;TUFAB	56.838
SRR23967302_RNODE_1426_length_16745_cov_5.15866	SRR23967302_RNODE_1426_length_16745_cov_5.15866_7	12247	13437	1	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	G3DSA:2.40.30.10:FF:000001|Elongation factor Tu;G3DSA:2.40.30.10|Translation factors;G3DSA:3.40.50.300:FF:000003|Elongation factor Tu;G3DSA:3.40.50.300|-;MF_00118_B|Elongation factor Tu [tuf].;PF00009|Elongation factor Tu GTP binding domain;PF03143|Elongation factor Tu C-terminal domain;PF03144|Elongation factor Tu domain 2;PR00315|GTP-binding elongation factor signature;PS00301|Translational (tr)-type guanine nucleotide-binding (G) domain signature.;PS51722|Translational (tr)-type guanine nucleotide-binding (G) domain profile.;PTHR43721|ELONGATION FACTOR TU-RELATED;SSF50447|Translation proteins;SSF50465|EF-Tu/eEF-1alpha/eIF2-gamma C-terminal domain;SSF52540|P-loop containing nucleoside triphosphate hydrolases;TIGR00231|JCVI: small GTP-binding protein domain;TIGR00485|JCVI: elongation factor Tu;cd01884|EF_Tu;cd03697|EFTU_II;cd03707|EFTU_III	Elfamycins;Fusidic_acid;Tetracyclines	EF-Tu_inhibition;Fusidic_acid-resistant_mutation;Tetracycline_resistance_MFS_efflux_pumps;Tetracycline_resistance_ribosomal_protection_proteins	FUSA;OTRA;TET32;TET36;TET44;TETBP;TETM;TETO;TETQ;TETS;TETT;TETW;TUFAB	83.871
SRR23967302_RNODE_1426_length_16745_cov_5.15866	SRR23967302_RNODE_1426_length_16745_cov_5.15866_8	13580	13774	1	U	Essential subunit of the Sec protein translocation channel SecYEG. Clamps together the 2 halves of SecY. May contact the channel plug during translocation	G3DSA:1.20.5.1030|Preprotein translocase secy subunit;MF_00422|Protein translocase subunit SecE [secE].;PF00584|SecE/Sec61-gamma subunits of protein translocation complex;PTHR33910|PROTEIN TRANSLOCASE SUBUNIT SECE;TIGR00964|JCVI: preprotein translocase subunit SecE				
SRR23967302_RNODE_1426_length_16745_cov_5.15866	SRR23967302_RNODE_1426_length_16745_cov_5.15866_9	13776	14312	1	K	Participates in transcription elongation, termination and antitermination	G3DSA:2.30.30.30:FF:000002|Transcription termination/antitermination factor NusG;G3DSA:2.30.30.30|-;G3DSA:3.30.70.940:FF:000002|Transcription termination/antitermination protein NusG;G3DSA:3.30.70.940|-;MF_00948|Transcription termination/antitermination protein NusG [nusG].;PF00467|KOW motif;PF02357|Transcription termination factor nusG;PR00338|Transcription termination factor NUSG signature;PS01014|Transcription termination factor nusG signature.;PTHR30265|RHO-INTERACTING TRANSCRIPTION TERMINATION FACTOR NUSG;SM00738|nusgn_4;SM00739|kow_9;SSF50104|Translation proteins SH3-like domain;SSF82679|N-utilization substance G protein NusG, N-terminal domain;TIGR00922|JCVI: transcription termination/antitermination protein NusG;cd06091|KOW_NusG;cd09891|NGN_Bact_1				
SRR23967302_RNODE_1426_length_16745_cov_5.15866	SRR23967302_RNODE_1426_length_16745_cov_5.15866_10	14522	14950	1	J	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors	G3DSA:1.10.10.250:FF:000001|50S ribosomal protein L11;G3DSA:1.10.10.250|-;G3DSA:3.30.1550.10:FF:000001|50S ribosomal protein L11;G3DSA:3.30.1550.10|-;MF_00736|50S ribosomal protein L11 [rplK].;PF00298|Ribosomal protein L11, RNA binding domain;PF03946|Ribosomal protein L11, N-terminal domain;PTHR11661|60S RIBOSOMAL PROTEIN L12;SM00649|rl11c;SSF46906|Ribosomal protein L11, C-terminal domain;SSF54747|Ribosomal L11/L12e N-terminal domain;TIGR01632|JCVI: 50S ribosomal protein L11;cd00349|Ribosomal_L11				
SRR23967302_RNODE_1426_length_16745_cov_5.15866	SRR23967302_RNODE_1426_length_16745_cov_5.15866_11	14955	15647	1	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release	G3DSA:3.30.190.20|-;G3DSA:3.40.50.790:FF:000001|50S ribosomal protein L1;G3DSA:3.40.50.790|-;MF_01318_B|50S ribosomal protein L1 [rplA].;PF00687|Ribosomal protein L1p/L10e family;PIRSF002155|RPL1p_RPL1a_RPL10e_RPL1o;PS01199|Ribosomal protein L1 signature.;PTHR36427|54S RIBOSOMAL PROTEIN L1, MITOCHONDRIAL;SSF56808|Ribosomal protein L1;TIGR01169|JCVI: 50S ribosomal protein L1;cd00403|Ribosomal_L1				
SRR23967302_RNODE_1426_length_16745_cov_5.15866	SRR23967302_RNODE_1426_length_16745_cov_5.15866_12	15982	16509	1	J	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors	G3DSA:3.30.70.1730|-;G3DSA:6.10.250.290|-;MF_00362|50S ribosomal protein L10 [rplJ].;PF00466|Ribosomal protein L10;PS01109|Ribosomal protein L10 signature.;PTHR11560|39S RIBOSOMAL PROTEIN L10, MITOCHONDRIAL;SSF160369|Ribosomal protein L10-like;cd05797|Ribosomal_L10				
SRR23967302_RNODE_1426_length_16745_cov_5.15866	SRR23967302_RNODE_1426_length_16745_cov_5.15866_13	16561	16935	1	J	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation	Coil|Coil;G3DSA:1.20.5.710:FF:000007|50S ribosomal protein L7/L12;G3DSA:1.20.5.710|Single helix bin;G3DSA:3.30.1390.10:FF:000001|50S ribosomal protein L7/L12;G3DSA:3.30.1390.10|-;MF_00368|50S ribosomal protein L7/L12 [rplL].;PF00542|Ribosomal protein L7/L12 C-terminal domain;PF16320|Ribosomal protein L7/L12 dimerisation domain;PTHR45987|39S RIBOSOMAL PROTEIN L12;SSF48300|Ribosomal protein L7/12, oligomerisation (N-terminal) domain;SSF54736|ClpS-like;TIGR00855|JCVI: 50S ribosomal protein L7/L12				
SRR23967302_RNODE_1426_length_16745_cov_5.15866	SRR23967302_RNODE_1426_length_16745_cov_5.15866_14	17128	21297	1	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	Coil|Coil;G3DSA:2.30.150.10|-;G3DSA:2.40.270.10|-;G3DSA:2.40.50.100|-;G3DSA:2.40.50.150|-;G3DSA:3.90.1100.10|-;G3DSA:3.90.1110.10|RNA polymerase Rpb2, domain 2;G3DSA:3.90.1800.10:FF:000001|DNA-directed RNA polymerase subunit beta;G3DSA:3.90.1800.10|RNA polymerase alpha subunit dimerisation domain;MF_01321|DNA-directed RNA polymerase subunit beta [rpoB].;PF00562|RNA polymerase Rpb2, domain 6;PF04560|RNA polymerase Rpb2, domain 7;PF04561|RNA polymerase Rpb2, domain 2;PF04563|RNA polymerase beta subunit;PF04565|RNA polymerase Rpb2, domain 3;PF10385|RNA polymerase beta subunit external 1 domain;PS01166|RNA polymerases beta chain signature.;PTHR20856|DNA-DIRECTED RNA POLYMERASE I SUBUNIT 2;SSF64484|beta and beta-prime subunits of DNA dependent RNA-polymerase;TIGR02013|JCVI: DNA-directed RNA polymerase subunit beta;cd00653|RNA_pol_B_RPB2	Multi-drug_resistance;Rifampin	MDR_mutation;Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB	MRPOB;RPOB	64.93
SRR23967302_RNODE_1426_length_16745_cov_5.15866	SRR23967302_RNODE_1426_length_16745_cov_5.15866_15	21352	25527	1	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	G3DSA:1.10.132.30|-;G3DSA:1.10.150.390|-;G3DSA:1.10.1790.20|-;G3DSA:1.10.274.100|RNA polymerase Rpb1, domain 3;G3DSA:1.10.40.90|-;G3DSA:2.40.40.20|-;G3DSA:2.40.50.100|-;G3DSA:4.10.860.120|RNA polymerase II, clamp domain;MF_01322|DNA-directed RNA polymerase subunit beta' [rpoC].;PF00623|RNA polymerase Rpb1, domain 2;PF04983|RNA polymerase Rpb1, domain 3;PF04997|RNA polymerase Rpb1, domain 1;PF04998|RNA polymerase Rpb1, domain 5;PF05000|RNA polymerase Rpb1, domain 4;PTHR19376|DNA-DIRECTED RNA POLYMERASE;SM00663|rpolaneu7;SSF64484|beta and beta-prime subunits of DNA dependent RNA-polymerase;TIGR02386|JCVI: DNA-directed RNA polymerase subunit beta';cd01609|RNAP_beta'_N;cd02655|RNAP_beta'_C	Glycopeptides;Lipopeptides;Rifampin	Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC;Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB;Vancomycin-resistant_mutation	RPOB;RPOC;RPOCL;RPOCR	57.738
SRR23967302_RNODE_1427_length_21043_cov_6.09661	SRR23967302_RNODE_1427_length_21043_cov_6.09661_10	13367	14281	1	EG	EamA-like transporter family	G3DSA:1.10.3730.20|-;PF00892|EamA-like transporter family;PTHR22911|ACYL-MALONYL CONDENSING ENZYME-RELATED;SSF103481|Multidrug resistance efflux transporter EmrE				
SRR23967302_RNODE_1427_length_21043_cov_6.09661	SRR23967302_RNODE_1427_length_21043_cov_6.09661_11	14565	14936	1	J	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit	G3DSA:2.40.50.140:FF:000001|30S ribosomal protein S12;G3DSA:2.40.50.140|-;MF_00403_B|30S ribosomal protein S12 [rpsL].;PF00164|Ribosomal protein S12/S23;PIRSF002133|RPS12p_RPS12a_RPS23e_RPS12o;PR01034|Ribosomal protein S12 signature;PS00055|Ribosomal protein S12 signature.;PTHR11652|30S RIBOSOMAL PROTEIN S12 FAMILY MEMBER;SSF50249|Nucleic acid-binding proteins;TIGR00981|JCVI: 30S ribosomal protein S12;cd03368|Ribosomal_S12;mobidb-lite|consensus disorder prediction	Aminoglycosides	Aminoglycoside-resistant_16S_ribosomal_subunit_protein;Aminoglycoside-resistant_30S_ribosomal_protein_S12	RPSL	78.049
SRR23967302_RNODE_1427_length_21043_cov_6.09661	SRR23967302_RNODE_1427_length_21043_cov_6.09661_12	14949	15419	1	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA	G3DSA:1.10.455.10:FF:000001|30S ribosomal protein S7;G3DSA:1.10.455.10|Ribosomal protein S7 domain;MF_00480_B|30S ribosomal protein S7 [rpsG].;PF00177|Ribosomal protein S7p/S5e;PIRSF002122|RPS7p_RPS7a_RPS5e_RPS7o;PS00052|Ribosomal protein S7 signature.;PTHR11205|RIBOSOMAL PROTEIN S7;SSF47973|Ribosomal protein S7;TIGR01029|JCVI: 30S ribosomal protein S7;cd14869|uS7_Bacteria				
